province,country,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Kerala,India,10.450898,76.405749,1124584.0,4621.0,1094404.0,25559.0,3150.1443874068286,0.4109075000177843
Khabarovsk Krai,Russia,51.6312684,136.121524,50641.0,346.0,48230.0,2065.0,3812.461322801592,0.6832408522738492
Khakassia Republic,Russia,53.72258845,91.44293627,21849.0,504.0,21082.0,263.0,4064.831920344252,2.3067417273101745
Khanty-Mansi Autonomous Okrug,Russia,61.0259025,69.0982628,54175.0,782.0,52662.0,731.0,3535.666340130123,1.443470235348408
Kharkiv Oblast,Ukraine,49.9935,36.2304,103804.0,1962.0,84783.0,17059.0,3879.6560619345655,1.890100574158992
Kherson Oblast,Ukraine,46.6354,32.6169,24258.0,704.0,21306.0,2248.0,2337.8050190817626,2.902135378019622
Khmelnytskyi Oblast,Ukraine,49.423,26.9871,63780.0,1156.0,50632.0,11992.0,5043.073285865084,1.8124804013797429
Khyber Pakhtunkhwa,Pakistan,34.485332,72.09169,88099.0,2363.0,76640.0,9096.0,288.6280155622392,2.682209786717216
Kiev,Ukraine,50.4501,30.5234,162291.0,3405.0,105605.0,53281.0,5499.898332655551,2.0980830729985027
Kiev Oblast,Ukraine,50.053,30.7667,95323.0,1612.0,77512.0,16199.0,5391.755376313676,1.691092391133305
Kirov Oblast,Russia,57.9665589,49.4074599,39754.0,324.0,36120.0,3310.0,3097.9444187282484,0.8150123258036928
Kirovohrad Oblast,Ukraine,48.5079,32.2623,13162.0,467.0,9059.0,3636.0,1391.9955496753737,3.5480929949855646
Kochi,Japan,33.422519,133.367307,917.0,19.0,886.0,12.0,131.3699001044369,2.0719738276990185
Komi Republic,Russia,63.9881421,54.3326073,41616.0,805.0,40420.0,391.0,4949.142141560022,1.9343521722414456
Kostroma Oblast,Russia,58.424756,44.2533273,19657.0,390.0,16884.0,2383.0,3055.536557007045,1.9840260467009208
Krasnodar Krai,Russia,45.7684014,39.0261044,42369.0,2322.0,37232.0,2815.0,756.1275078434242,5.48042200665581
Krasnoyarsk Krai,Russia,63.3233807,97.0979974,66784.0,3162.0,61816.0,1806.0,2321.712833352512,4.734666986104457
Kronoberg,Sweden,56.7183,14.4115,15331.0,297.0,0.0,15034.0,7609.607433401665,1.9372513208531728
Kumamoto,Japan,32.608154,130.74523100000002,3506.0,74.0,3407.0,25.0,200.6217787358081,2.110667427267541
Kurgan Oblast,Russia,55.7655302,64.5632681,19221.0,352.0,17492.0,1377.0,2273.2299118784867,1.8313303158004264
Kursk Oblast,Russia,51.6568453,36.4852695,34014.0,574.0,30772.0,2668.0,3049.9346775618096,1.6875404245310754
Kyoto,Japan,35.253815,135.443341,9517.0,169.0,9079.0,269.0,368.4536753805813,1.7757696753178522
La Guajira,Colombia,11.3548,-72.5205,17879.0,665.0,16841.0,373.0,2030.4124647951303,3.719447396386823
La Libertad,Peru,-7.92139,-78.370238,53637.0,6857.0,0.0,46780.0,2659.510115033717,12.78408561254358
La Rioja,Spain,42.2871,-2.5396,27895.0,744.0,3107.0,24044.0,8895.91193063134,2.6671446495787774
Ladakh,India,34.1526,77.5771,10157.0,130.0,9771.0,256.0,3703.028557470405,1.2799054839027273
Lakshadweep,India,13.6999972,72.18333259999999,723.0,1.0,680.0,42.0,1122.1654844867994,0.1383125864453665
Lambayeque,Peru,-6.353049,-79.824113,42053.0,6023.0,0.0,36030.0,3208.193469636863,14.32240268232944
Lazio,Italy,41.89277044,12.48366722,285447.0,6644.0,227752.0,51051.0,4855.298837471564,2.327577448703262
Leningrad Oblast,Russia,60.1853296,32.3925325,39866.0,932.0,37316.0,1618.0,2197.90761576698,2.337831736316661
Liaoning,China,41.2956,122.6085,407.0,2.0,405.0,0.0,0.9555918169127402,0.4914004914004914
Liege,Belgium,50.4496,5.8492,112208.0,0.0,0.0,112208.0,10110.65056766985,0.0
Liguria,Italy,44.41149315,8.9326992,89324.0,3879.0,78350.0,7095.0,5760.460197079916,4.342617885450719
Lima,Peru,-11.766533,-76.60449799999998,722513.0,67669.0,0.0,654844.0,6797.883050289316,9.365783037813852
Limburg,Belgium,50.9739,5.3420000000000005,45446.0,0.0,0.0,45446.0,5179.798716618986,0.0
Limburg,Netherlands,51.209227,5.93387,82689.0,1513.0,0.0,81176.0,7401.443428711575,1.829747608508992
Lipetsk Oblast,Russia,52.6935178,39.1122664,27606.0,530.0,24350.0,2726.0,2400.102242999267,1.9198724914873573
Lombardia,Italy,45.46679409,9.190347404,735484.0,30735.0,608894.0,95855.0,7310.55703183536,4.178880845810378
Loreto,Peru,-4.124847,-74.424115,35772.0,3739.0,0.0,32033.0,3481.1210587777346,10.452309068545231
Los Lagos,Chile,-41.9198,-72.1416,60819.0,794.0,58420.0,1605.0,7339.014465891484,1.3055130797941432
Los Rios,Chile,-40.231,-72.3311,27478.0,304.0,25542.0,1632.0,7140.16583644504,1.106339617148264
Louisiana,United States,31.0924273834375,-91.82418665609374,6741.409090909091,153.65151515151516,,,10111.219181949724,2.5045171083379687
Luhansk Oblast,Ukraine,48.574,39.3078,17460.0,522.0,14958.0,1980.0,811.4012565101474,2.989690721649485
Luxembourg,Belgium,50.0547,5.4677,25194.0,0.0,0.0,25194.0,8785.989286909944,0.0
Lviv Oblast,Ukraine,49.8397,24.0297,103670.0,2629.0,79111.0,21930.0,4110.592259144552,2.535931320536317
Macau,China,22.1667,113.55,48.0,0.0,48.0,0.0,7.392098462751524,0.0
Madhya Pradesh,India,23.541513,78.289633,295511.0,3986.0,274429.0,17096.0,346.1979652635198,1.3488499582079856
Madre de Dios,Peru,-11.972699,-70.53171999999998,11605.0,194.0,0.0,11411.0,6677.215189873417,1.6716932356742784
Madrid,Spain,40.4168,-3.7038,625215.0,14564.0,40736.0,569915.0,9413.550761264258,2.3294386730964547
Magadan Oblast,Russia,62.48858785,153.9903764,8255.0,99.0,8035.0,121.0,5729.018467496235,1.199273167777105
Magallanes,Chile,-52.368,-70.9863,23107.0,345.0,22476.0,286.0,13875.32801306648,1.4930540528844074
Magdalena,Colombia,10.4113,-74.4057,43967.0,1618.0,40528.0,1821.0,3276.849716712404,3.6800327518366047
Maharashtra,India,19.449759,76.108221,2812980.0,54649.0,2400727.0,357604.0,2284.2971691818625,1.9427439939139275
Maine,United States,44.687688406250004,-69.523768628125,2805.777777777778,41.27777777777778,,,3052.2238165384742,1.5340435590417485
Manipur,India,24.738975,93.882541,29400.0,374.0,28956.0,70.0,950.9808202694768,1.272108843537415
Manitoba,Canada,53.7609,-98.8139,34122.0,935.0,32006.0,1181.0,2465.881128659852,2.740167633784655
Maranhao,Brazil,-4.9609,-45.2744,242401.0,6070.0,220903.0,15428.0,3426.0748947624097,2.50411508203349
Marche,Italy,43.61675973,13.5188753,88370.0,2621.0,76382.0,9367.0,5793.7245250188325,2.965938666968428
Mari El Republic,Russia,56.5767504,47.8817512,12542.0,205.0,11672.0,665.0,1838.105441184876,1.6345080529421143
Martinique,France,14.6415,-61.0242,7679.0,50.0,98.0,7531.0,2046.287290314844,0.6511264487563485
Maryland,United States,39.014920690416666,-76.67546760875,16453.76,331.44,,,6556.603829688633,2.09649996016303
Massachusetts,United States,42.17639998153846,-71.57704993461539,45398.57142857143,1227.5,,,7711.875848339074,2.8769186910873503
Mato Grosso,Brazil,-12.6819,-56.9211,310337.0,7675.0,284856.0,16148.0,8854.900578740042,2.444368100704595
Mato Grosso do Sul,Brazil,-20.7722,-54.7852,217457.0,4334.0,194999.0,16322.0,7758.153513547747,1.9837846362211151
Maule,Chile,-35.5183,-71.6885,54132.0,989.0,49997.0,3146.0,5180.343557107995,1.827015443730141
Mayotte,France,-12.8275,45.166244,19408.0,161.0,2964.0,16283.0,7114.030489749389,0.8295548227535037
Mecklenburg-Vorpommern,Germany,53.6127,12.4296,30658.0,867.0,26910.0,2881.0,1903.3085957434128,2.827973122839063
Meghalaya,India,25.536934,91.278882,14065.0,150.0,13866.0,49.0,417.7669000299996,1.066477070742979
Melaka,Malaysia,2.1896,102.2501,6537.0,22.0,6196.0,319.0,700.8684464458025,0.3365458161236041
Melilla,Spain,35.2923,-2.9381,7861.0,79.0,125.0,7657.0,9282.197215695072,1.00496120086503
Meta,Colombia,3.272,-73.0877,43742.0,999.0,42271.0,472.0,4207.086124944937,2.2838461890174204
Metropolitana,Chile,-33.4376,-70.6505,419769.0,12868.0,392112.0,14789.0,5901.593294800028,3.065495546360022
Mexico,Mexico,19.4969,-99.7233,233538.0,31569.0,0.0,201969.0,1340.0322129197104,13.517714461886287
Michigan,United States,44.04362008975904,-85.18169553542168,8578.747126436781,196.77011494252875,,,6643.837575016264,2.253302695510184
Michoacan,Mexico,19.5665,-101.7068,45250.0,5090.0,0.0,40160.0,937.7458992527252,11.248618784530386
Mie,Japan,34.508018,136.376013,2753.0,70.0,2627.0,56.0,154.58632295682702,2.542680711950599
Minas Gerais,Brazil,-18.5122,-44.555,1123913.0,24332.0,1005681.0,93900.0,5309.292344565167,2.164936253962718
Minnesota,United States,45.55201297954023,-94.43095302689655,5903.738636363636,78.70454545454545,,,9670.251385983818,1.5541900045494976
Mississippi,United States,32.792726566585365,-89.64572580048781,3676.4578313253014,84.72289156626506,,,10907.781820257385,2.6246540002548713
Missouri,United States,38.45676488163793,-92.49948688465517,4971.623931623932,75.66666666666667,,,9396.871330702817,1.511722967415252
Miyagi,Japan,38.446859,140.927086,6035.0,31.0,4372.0,1632.0,261.66716889997895,0.5136702568351285
Miyazaki,Japan,32.193203999999994,131.299374,1962.0,22.0,1924.0,16.0,182.80053778017532,1.1213047910295617
Mizoram,India,23.309381,92.83822,4476.0,11.0,4434.0,31.0,361.1879500727863,0.2457551385165326
Molise,Italy,41.55774754,14.65916051,12270.0,438.0,10966.0,866.0,4014.8290180192857,3.569682151589242
Montana,United States,46.974691131964285,-109.70039488214286,1834.2456140350878,25.210526315789473,,,9453.095517877364,2.0221850093624654
Montserrat,United Kingdom,16.742498,-62.187366,20.0,1.0,19.0,0.0,400.0800160032006,5.0
Moquegua,Peru,-16.860271,-70.839046,21704.0,1143.0,0.0,20561.0,11263.103269330566,5.266310357537781
Mordovia Republic,Russia,54.4419829,44.4661144,19052.0,203.0,17039.0,1810.0,2366.5434454249144,1.065504933865211
Morelos,Mexico,18.6813,-99.1013,30048.0,2749.0,0.0,27299.0,1470.016995603843,9.148695420660276
Moscow,Russia,55.7504461,37.6174943,1026740.0,16656.0,944738.0,65346.0,8209.671987326878,1.6222217893527089
Moscow Oblast,Russia,55.50431579999999,38.0353929,232261.0,5441.0,190628.0,36192.0,3095.416268790686,2.3426231696238284
Murcia,Spain,37.9922,-1.1307,108542.0,1562.0,2180.0,104800.0,7296.141666493017,1.439074275395699
Murmansk Oblast,Russia,68.00004179999999,33.9999151,49068.0,1080.0,46965.0,1023.0,6511.518040440205,2.201027146001467
Mykolaiv Oblast,Ukraine,46.975,31.9946,51924.0,1062.0,41892.0,8970.0,2058.8250454694867,2.045296972498267
Nagaland,India,26.06702,94.470302,12340.0,92.0,12136.0,112.0,548.5187992150047,0.7455429497568882
Nagano,Japan,36.132134,138.045528,2796.0,41.0,2513.0,242.0,136.4707949570234,1.4663805436337625
Nagasaki,Japan,33.235712,129.608033,1634.0,39.0,1577.0,18.0,123.17907553877652,2.386780905752754
Namur,Belgium,50.331,4.8221,48274.0,0.0,0.0,48274.0,9735.958953839205,0.0
Nara,Japan,34.317451,135.871644,3691.0,55.0,3433.0,203.0,277.4931340936139,1.490111081007857
Narino,Colombia,1.2892,-77.3579,50335.0,1693.0,47843.0,799.0,3086.915672344768,3.363464785934241
Navarra,Spain,42.6954,-1.6761,54315.0,1121.0,3905.0,49289.0,8356.848107381229,2.063886587498849
Nayarit,Mexico,21.7514,-104.8455,11315.0,1739.0,0.0,9576.0,878.1045049128065,15.368979231109147
Nebraska,United States,41.3217949472043,-99.03901222387097,2227.0851063829787,23.19148936170213,,,9254.791637259172,1.531492291959328
Negeri Sembilan,Malaysia,2.7258,101.9424,17269.0,31.0,16868.0,370.0,1525.3952831021995,0.1795124211013955
Nenets Autonomous Okrug,Russia,68.27557185,57.1686375,1082.0,4.0,1019.0,59.0,2459.258585812669,0.3696857670979667
Nevada,United States,39.25599674470588,-117.56399353529412,16875.666666666668,291.6111111111111,,,7121.5181091068725,1.6726781369006896
New Brunswick,Canada,46.5653,-66.4619,1613.0,30.0,1447.0,136.0,204.37771231271185,1.8598884066955983
New Caledonia,France,-20.904305,165.618042,121.0,0.0,58.0,63.0,42.38312241016354,0.0
New Hampshire,United States,43.478972876,-71.57765670500001,7652.363636363636,112.54545454545455,,,5099.695834949436,1.3331374805449503
New Jersey,United States,40.28644091095238,-74.62244971476191,41309.818181818184,1116.409090909091,,,9700.874833377842,2.5102754781987895
New Mexico,United States,34.54935897878788,-105.88710740909092,5636.823529411765,115.79411764705883,,,7867.347752679081,2.4775248086344193
New South Wales,Australia,-33.8688,151.2093,5296.0,54.0,0.0,5242.0,65.23774328652378,1.0196374622356494
New York,United States,42.544151333225805,-75.47418330774194,29267.78125,782.765625,,,7276.936402908224,2.8600606429723756
Newfoundland and Labrador,Canada,53.1355,-57.6604,1019.0,6.0,1006.0,7.0,195.7533622897188,0.5888125613346418
Niedersachsen,Germany,52.6367,9.8451,198107.0,4880.0,177600.0,15627.0,2475.279008813856,2.463315279116841
Niigata,Japan,37.521819,138.918647,1461.0,18.0,1237.0,206.0,65.71886360794312,1.2320328542094456
Ningxia,China,37.2692,106.1655,75.0,0.0,75.0,0.0,1.041282838242681,0.0
Nizhny Novgorod Oblast,Russia,55.47180329999999,44.0911594,107452.0,2847.0,101555.0,3050.0,3321.8002492926817,2.649555150206604
Noord-Brabant,Netherlands,51.561174,5.184942,200581.0,3003.0,0.0,197578.0,7826.161598623464,1.4971507769928358
Noord-Holland,Netherlands,52.60090600000001,4.918688,220654.0,2413.0,0.0,218241.0,7662.85573984894,1.093567304467628
Nordrhein-Westfalen,Germany,51.4332,7.6616,612947.0,14230.0,551400.0,47317.0,3419.4003314817883,2.3215710330583232
Norrbotten,Sweden,66.8309,20.3992,16375.0,238.0,0.0,16137.0,6547.5643060781385,1.453435114503817
Norte de Santander,Colombia,7.9463,-72.8988,51927.0,2764.0,48486.0,677.0,3481.087545728365,5.322857087834845
North Carolina,United States,35.62420971,-79.5010987396,9050.81188118812,119.92079207920793,,,8867.377965456064,1.5786213271622926
North Dakota,United States,47.393506727924525,-100.24939343566037,1909.0925925925926,27.74074074074074,,,12519.49946076013,1.9255894250218508
North Ossetia - Alania Republic,Russia,42.79336110000001,44.6324493,16339.0,161.0,15361.0,817.0,2328.272284881691,0.9853724218128403
Northern Ireland,United Kingdom,54.7877,-6.4923,117289.0,2115.0,0.0,115174.0,6233.471513605442,1.803238155325734
Northern Mariana Islands,United States,15.0979,145.6739,159.0,2.0,,,288.3359930364137,1.2578616352201255
Northern Territory,Australia,-12.4634,130.8456,108.0,0.0,106.0,2.0,43.97394136807818,0.0
Northwest Territories,Canada,64.8255,-124.8457,47.0,0.0,47.0,0.0,103.28762306610408,0.0
Nova Scotia,Canada,44.682,-63.7443,1716.0,66.0,1627.0,23.0,172.97428065984244,3.8461538461538463
Novgorod Oblast,Russia,58.2843833,32.5169757,28674.0,121.0,25749.0,2804.0,4727.969449739149,0.4219850735858269
Novosibirsk Oblast,Russia,54.9720169,79.48139240000002,38774.0,1625.0,35949.0,1200.0,1390.3226743362584,4.190952700263063
Nuble,Chile,-36.7226,-71.7622,21360.0,403.0,19910.0,1047.0,4444.361216706304,1.886704119850188
Nuevo Leon,Mexico,25.5922,-99.9962,119881.0,9029.0,0.0,110852.0,2136.857943089966,7.531635538575754
Nunavut,Canada,70.2998,-83.1076,395.0,4.0,391.0,0.0,1002.4617414917644,1.0126582278481011
OHiggins,Chile,-34.5755,-71.0022,38436.0,890.0,35429.0,2117.0,4202.699673611756,2.315537516911229
Oaxaca,Mexico,17.0732,-96.7266,43614.0,3242.0,0.0,40372.0,1052.564766858135,7.433392947218783
Odessa Oblast,Ukraine,46.4846,30.7326,107566.0,1776.0,83037.0,22753.0,4518.995020812433,1.651079337337077
Odisha,India,20.505428,84.418059,340917.0,1921.0,337091.0,1905.0,735.4270076663095,0.5634802605912876
Ohio,United States,40.31066981295454,-82.83540800659091,11433.32584269663,216.76404494382024,,,8635.16716660067,2.114253664794835
Oita,Japan,33.200697,131.43323999999998,1309.0,22.0,1277.0,10.0,115.2863134272886,1.680672268907563
Okayama,Japan,34.89246,133.826252,2693.0,35.0,2524.0,134.0,142.5179907133097,1.2996658002228
Okinawa,Japan,25.768923,126.668016,9482.0,128.0,8622.0,732.0,652.5054226352356,1.3499261759122547
Oklahoma,United States,35.50191442597403,-97.2513995677922,5566.329113924051,62.69620253164557,,,11563.807105959084,1.2541695609687604
Omsk Oblast,Russia,56.09352629999999,73.5099936,43776.0,1316.0,40523.0,1937.0,2233.377090028422,3.006213450292398
Ontario,Canada,51.2538,-85.3232,356576.0,7366.0,329652.0,19558.0,2405.0273986535794,2.065758772323432
Orebro,Sweden,59.535,15.0066,22112.0,301.0,0.0,21811.0,7254.474172011614,1.3612518089725036
Oregon,United States,44.49240067472223,-121.47691959722222,4459.783783783784,64.4054054054054,,,4117.017653129603,1.6287263404585512
Orel Oblast,Russia,52.96854329999999,36.0692477,32432.0,501.0,29746.0,2185.0,4340.198087111759,1.5447705969412926
Orenburg Oblast,Russia,52.02692620000001,54.7276647,40013.0,733.0,36637.0,2643.0,2023.1883178609712,1.8319046309949267
Osaka,Japan,34.620965000000005,135.507481,52201.0,1184.0,47254.0,3763.0,592.5627085636045,2.2681557824562746
Ostergotland,Sweden,58.3454,15.5198,28154.0,576.0,0.0,27578.0,6048.185265147853,2.045890459614975
Overijssel,Netherlands,52.444558,6.441722,85289.0,1073.0,0.0,84216.0,7337.281466200277,1.2580754845290718
P.A. Bolzano,Italy,46.49933453,11.35662422,68954.0,1126.0,67142.0,686.0,12953.535292813694,1.632972706441976
P.A. Trento,Italy,46.06893511,11.12123097,41231.0,1282.0,37086.0,2863.0,7615.372965065809,3.1093109553491307
Pahang,Malaysia,3.8126,103.3256,4269.0,17.0,3961.0,291.0,254.5465386679387,0.3982197235886625
Pais Vasco,Spain,42.9896,-2.6189,162872.0,3944.0,16160.0,142768.0,7478.465296526898,2.4215334741392014
Para,Brazil,-1.9981,-54.9306,420372.0,10503.0,390166.0,16931.0,4853.301777954205,2.497107943753997
Paraiba,Brazil,-7.24,-36.782,259173.0,5744.0,183369.0,70060.0,6450.094782967288,2.216280245241596
Parana,Brazil,-25.2521,-52.0215,846105.0,16717.0,589955.0,239433.0,7399.931624720995,1.9757595097535177
Pasco,Peru,-10.39655,-75.307635,10983.0,668.0,0.0,10315.0,4039.352703199706,6.082126923427115
Pennsylvania,United States,40.81807835477612,-77.61531783850747,15220.882352941177,368.95588235294116,,,8183.076868909531,2.549831514565954
Penza Oblast,Russia,53.1655415,44.78791810000001,42019.0,530.0,38783.0,2706.0,3155.3968557922285,1.2613341583569335
Perak,Malaysia,4.5921,101.0901,12964.0,44.0,12563.0,357.0,515.610706757348,0.3394014193150262
Perlis,Malaysia,6.4449,100.2048,330.0,2.0,320.0,8.0,129.61508248232522,0.6060606060606061
Perm Krai,Russia,58.5951603,56.3159546,51249.0,1956.0,45575.0,3718.0,1953.7406190028523,3.816659837265117
Pernambuco,Brazil,-8.8137,-36.9541,349231.0,12175.0,293723.0,43333.0,3654.1634984191287,3.4862311764992224
Piaui,Brazil,-7.7183,-42.7289,206631.0,4141.0,201169.0,0.0,6263.085328331949,2.00190239262457
Piemonte,Italy,45.0732745,7.680687483,309280.0,10308.0,263913.0,35059.0,7099.430126576816,3.332902224521469
Piura,Peru,-5.133361,-80.335861,57548.0,8300.0,0.0,49248.0,2809.9609375,14.422742753875026
Poltava Oblast,Ukraine,49.5883,34.5514,55021.0,1153.0,46321.0,7547.0,3928.839456770341,2.0955635121135567
Port Quarantine,Japan,,,2402.0,3.0,2274.0,125.0,,0.1248959200666111
Primorsky Krai,Russia,45.0819456,134.726645,42358.0,678.0,38697.0,2983.0,2214.1756798221886,1.6006421455215072
Prince Edward Island,Canada,46.5107,-63.4168,159.0,0.0,145.0,14.0,96.7635925461605,0.0
Pskov Oblast,Russia,57.5358729,28.8586826,34266.0,244.0,23527.0,10495.0,5383.114496045848,0.712076110430164
Puducherry,India,11.882658,78.86498,41468.0,682.0,39712.0,1074.0,2933.6234791750085,1.6446416513938458
Puebla,Mexico,19.0414,-98.2063,78194.0,10252.0,0.0,67942.0,1183.9591209019493,13.110980382126506
Puerto Rico,United States,18.240118884615384,-66.40498556410256,1343.375,26.475,,,2784.816551552253,0.85624191461837
Puglia,Italy,41.12559576,16.86736689,193012.0,4812.0,141343.0,46857.0,4790.505361929962,2.493109236731395
Pulau Pinang,Malaysia,5.4141,100.3288,16067.0,21.0,14730.0,1316.0,903.8591359135912,0.1307026825169602
Punjab,India,30.841465000000003,75.40879,239734.0,6868.0,209034.0,23832.0,795.3652277220417,2.8648418664019286
Punjab,Pakistan,30.811346,72.13913199999998,223181.0,6427.0,189856.0,26898.0,202.86887186814744,2.8797254246553248
Puno,Peru,-14.995826999999998,-69.922726,25961.0,2501.0,0.0,23460.0,2097.011308562197,9.63368129116752
Putumayo,Colombia,0.436,-75.5277,8204.0,324.0,7732.0,148.0,2356.238978465285,3.949293027791321
Qinghai,China,35.7452,95.9956,18.0,0.0,18.0,0.0,0.3038509563793255,0.0
Quebec,Canada,52.9399,-73.5491,311776.0,10667.0,291906.0,9203.0,3623.408462669802,3.4213666221902903
Queensland,Australia,-27.4698,153.0251,1477.0,6.0,1343.0,128.0,28.87303293910664,0.4062288422477996
Queretaro,Mexico,20.5888,-100.3899,64368.0,3879.0,0.0,60489.0,2823.6074427639137,6.026286353467562
Quindio,Colombia,4.461,-75.6674,34536.0,1021.0,33016.0,499.0,6396.692745376956,2.9563354181144312
Quintana Roo,Mexico,19.1817,-88.4791,21302.0,2496.0,0.0,18806.0,1236.1461625907657,11.7172096516759
Rajasthan,India,26.583423,73.847973,333149.0,2818.0,321668.0,8663.0,411.1291432029363,0.8458677648739753
Recovered,United States,,,0.0,0.0,,,,
Repatriated Travellers,Canada,,,13.0,0.0,13.0,0.0,,0.0
Reunion,France,-21.1151,55.5364,16586.0,115.0,14828.0,1643.0,1852.546833045164,0.6933558422766188
Rheinland-Pfalz,Germany,50.1183,7.309,116799.0,3328.0,104800.0,8671.0,2849.8744995292054,2.849339463522804
Rhode Island,United States,41.655142106,-71.464105098,22888.166666666668,436.5,,,9561.029720905231,1.655048835129257
Rio Grande do Norte,Brazil,-5.4026,-36.9541,197809.0,4548.0,142776.0,48978.0,5596.499197428578,2.296431792358135
Rio Grande do Sul,Brazil,-30.0346,-51.2177,845380.0,19736.0,801198.0,24446.0,7430.44951415717,2.334571435330857
Rio de Janeiro,Brazil,-22.9068,-43.1729,647875.0,36727.0,599767.0,11381.0,3752.5464173267183,5.668840439899672
Risaralda,Colombia,5.3158,-75.9928,48878.0,1213.0,46718.0,947.0,5181.041783928574,2.481689103482139
Rivne Oblast,Ukraine,50.6199,26.2516,57724.0,747.0,50901.0,6076.0,4987.812159498696,1.2940891137135333
Rondonia,Brazil,-11.5057,-63.5806,187270.0,4143.0,164607.0,18520.0,10537.21391495168,2.21231377155978
Roraima,Brazil,-2.7376,-62.0751,89853.0,1346.0,84118.0,4066.0,14778.930964522311,1.4979056129572743
Rostov Oblast,Russia,47.6222451,40.7957942,80836.0,3577.0,72661.0,4598.0,1915.339873549089,4.42500865950814
Ryazan Oblast,Russia,54.42267320000001,40.57052460000001,26315.0,366.0,24363.0,1586.0,2346.465455284741,1.3908417252517575
Saarland,Germany,49.3964,7.023,31968.0,940.0,29590.0,1438.0,3248.81020253234,2.9404404404404403
Sabah,Malaysia,5.9788,116.0753,54768.0,392.0,53870.0,506.0,1402.6173585678798,0.7157464212678937
Sachsen,Germany,51.1045,13.2017,222287.0,8373.0,197600.0,16314.0,5479.177537952856,3.766751991794392
Sachsen-Anhalt,Germany,51.9503,11.6923,73326.0,2742.0,64430.0,6154.0,3362.5229515142955,3.739464855576467
Saga,Japan,33.286977,130.115738,1189.0,13.0,1160.0,16.0,145.9413215238287,1.0933557611438185
Saint Barthelemy,France,17.9,-62.8333,857.0,1.0,462.0,394.0,8669.701568032373,0.116686114352392
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,-7.9467,-14.3559,4.0,0.0,4.0,0.0,70.65889418830595,0.0
Saint Petersburg,Russia,59.9606739,30.158655100000004,394631.0,12270.0,347480.0,34881.0,7373.613468773444,3.1092336891931955
Saint Pierre and Miquelon,France,46.8852,-56.3159,24.0,0.0,24.0,0.0,414.1501294219154,0.0
Saitama,Japan,35.997101,139.347635,32825.0,700.0,30655.0,1470.0,446.6172940828957,2.1325209444021325
Sakha (Yakutiya) Republic,Russia,66.941626,129.642371,33565.0,550.0,32445.0,570.0,3480.6549625128328,1.6386116490391778
Sakhalin Oblast,Russia,49.7219665,143.448533,22001.0,39.0,21662.0,300.0,4488.342061401809,0.1772646697877369
Samara Oblast,Russia,53.2128813,50.8914633,55731.0,1098.0,52443.0,2190.0,1745.1309122177013,1.970178177316036
San Andres y Providencia,Colombia,12.5567,-81.7185,2758.0,45.0,2700.0,13.0,4500.65274151436,1.6316171138506164
San Luis Potosi,Mexico,22.1565,-100.9855,60223.0,4993.0,0.0,55230.0,2101.186891647378,8.290852332165452
San Martin,Peru,-7.039531,-76.729127,33535.0,2002.0,0.0,31533.0,3727.7678968430414,5.969882212613687
Santa Catarina,Brazil,-27.2423,-50.2189,806929.0,10885.0,769659.0,26385.0,11262.426745913486,1.3489414806011433
Santander,Colombia,6.6437,-73.6536,94452.0,3490.0,89317.0,1645.0,4323.068494354498,3.6949985177656375
Sao Paulo,Brazil,-23.5505,-46.6333,2469849.0,74652.0,2120478.0,274719.0,5378.702420426869,3.022532956468189
Saratov Oblast,Russia,51.6520555,46.86319520000001,54784.0,815.0,49483.0,4486.0,2224.3244889258817,1.4876606308411215
Sarawak,Malaysia,1.5533,110.3592,16390.0,108.0,13740.0,2542.0,581.5975302508782,0.6589383770591825
Sardegna,Italy,39.21531192,9.110616306,45503.0,1234.0,29872.0,14397.0,2775.2652948204764,2.711909104894183
Saskatchewan,Canada,52.9399,-106.4509,33590.0,436.0,31199.0,1955.0,2846.9865507643385,1.2980053587377196
Schleswig-Holstein,Germany,54.2194,9.6961,49996.0,1436.0,44490.0,4070.0,1717.5591531755915,2.8722297783822706
Scotland,United Kingdom,56.4907,-4.2026,218432.0,7602.0,0.0,210830.0,3998.169604451522,3.480259302666276
Selangor,Malaysia,3.0738,101.5183,116080.0,332.0,110514.0,5234.0,1774.4080465919687,0.2860096485182632
Sergipe,Brazil,-10.5741,-37.3857,174600.0,3501.0,158658.0,12441.0,7595.610728865409,2.0051546391752577
Sevastopol*,Ukraine,44.6054,33.522,13228.0,562.0,12210.0,456.0,2984.5829638704818,4.248563652857575
Shaanxi,China,35.1917,108.8701,567.0,3.0,553.0,11.0,1.4343899778489204,0.5291005291005291
Shandong,China,36.3427,118.1498,870.0,7.0,862.0,1.0,0.856911085910921,0.8045977011494253
Shanghai,China,31.202,121.4491,1885.0,7.0,1833.0,45.0,7.5791401957991456,0.3713527851458886
Shanxi,China,37.5777,112.2922,241.0,0.0,240.0,1.0,0.690235566801972,0.0
Shiga,Japan,35.21582700000001,136.138064,2770.0,55.0,2617.0,98.0,195.90605844790065,1.985559566787004
Shimane,Japan,35.07076,132.55406399999998,287.0,0.0,285.0,2.0,42.55975419146847,0.0
Shizuoka,Japan,34.916975,138.40778400000002,5715.0,118.0,5346.0,251.0,156.85346729872805,2.064741907261592
